"election_dt","county_name","contest_name","name_on_ballot","first_name","middle_name","last_name","name_suffix_lbl","nick_name","candidacy_dt","party_contest","party_candidate","is_unexpired","has_primary","is_partisan","vote_for","term"
"11/07/2017","CHATHAM","TOWN OF PITTSBORO COMMISSIONER","Pamela Baldwin","PAMELA","","BALDWIN","","","07/13/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CHATHAM","TOWN OF PITTSBORO COMMISSIONER","Michael A. Fiocco","MICHAEL","A","FIOCCO","","","07/14/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CHATHAM","TOWN OF PITTSBORO COMMISSIONER","Alexander J.  Kast","ALEXANDER","JONATHAN","KAST","","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CHATHAM","TOWN OF PITTSBORO COMMISSIONER","Cabell J. Regan","CABELL","JONES","REGAN","","","07/17/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS MAYOR","Nancy J. Curtis","NANCY","JOYCE","CURTIS","","","07/12/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS MAYOR","James D. Reid","JAMES","DANIEL","REID","","","07/18/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Gary R. James","GARY","RODNEY","JAMES","","","07/07/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Steve Jordan","JIMMY","STEVE","JORDAN","","","07/07/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Mike Sheidy","MICHAEL","GLENN","SHEIDY","","","07/07/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Ted Paul","THEODORE","DAVID","PAUL","","","07/07/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Gary Tatham","GARY","GRANT","TATHAM","","","07/11/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Bill Seal","BILL","HAMILTON","SEAL","","","07/11/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Scott Stalcup","WAYLON","SCOTT","STALCUP","","","07/14/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Heath Woodard","THOMAS","HEATH","WOODARD","","","07/17/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Philip (Phil)  Horton","PHILIP","ANDREW","HORTON","","","07/18/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Richelle Phillips","RICHELLE","","PHILLIPS","","","07/21/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF ANDREWS ALDERMAN","Randy Hogsed","RANDY","DARRELL","HOGSED","","","07/21/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Barbara J. Hughes","BARBARA","JONES","HUGHES","","","07/07/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Frank Earl Dickey","FRANK","EARL","DICKEY","","","07/07/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Noland W, Smith","NOLAND","WELLS","SMITH","","","07/11/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Josephine (Jodi) Alverson","JOSEPHINE","T","ALVERSON","","","07/17/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Barry R. McClure","BARRY","RAY","MCCLURE","","","07/10/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Gail Walker Stansell","GAIL","WALKER","STANSELL","","","07/10/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Sandra N. Sumpter","SANDRA","NORRIS","SUMPTER","","","07/10/2017","","","FALSE","FALSE","FALSE","6","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY COUNCILMAN","Karen Watson","ELIZABETH","KAREN","WATSON","","","07/13/2017","","","FALSE","FALSE","FALSE","6","4"
"09/12/2017","CHEROKEE","TOWN OF MURPHY MAYOR","Royse Brown","ROYSE","WAYNE","BROWN","","","07/20/2017","REP","REP","FALSE","TRUE","TRUE","1","4"
"09/12/2017","CHEROKEE","TOWN OF MURPHY MAYOR","Jeff Crane","JEFFREY","CARLISLE","CRANE","","JEFF","07/10/2017","REP","REP","FALSE","TRUE","TRUE","1","4"
"09/12/2017","CHEROKEE","TOWN OF MURPHY MAYOR","Rick Ramsey","RICKEY","DAVID","RAMSEY","","","07/18/2017","REP","REP","FALSE","TRUE","TRUE","1","4"
"11/07/2017","CHEROKEE","TOWN OF MURPHY MAYOR","Curtis Brown","CURTIS","MCARTHUR","BROWN","","","07/10/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHOWAN","TOWN OF EDENTON COUNCILMAN AT-LARGE","Derrick Louis Armstead","DERRICK","LOUIS","ARMSTEAD","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHOWAN","TOWN OF EDENTON COUNCILMAN AT-LARGE","Craig Miller","CRAIG","EVERITT","MILLER","","","07/10/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHOWAN","TOWN OF EDENTON COUNCILMAN AT-LARGE","Tray Taylor","TRAVIAN","LAVICE","TAYLOR","","TRAY","07/19/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHOWAN","TOWN OF EDENTON COUNCILMAN WARD 3","Roscoe Poole, Jr.","ROSCOE","","POOLE","JR","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CHOWAN","TOWN OF EDENTON COUNCILMAN WARD 4","Elton L. Bond, Jr.","ELTON","LEE","BOND","JR","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLAY","TOWN OF HAYESVILLE MAYOR","Harry Baughn","HARRY","WINSTON","BAUGHN","","","07/12/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLAY","TOWN OF HAYESVILLE MAYOR","Sarah Jane Buckley","SARAH","JANE","BUCKLEY","","","07/10/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLAY","TOWN OF HAYESVILLE CITY COUNCIL MEMBER","Austin P Hedden","AUSTIN","PAUL","HEDDEN","","","07/19/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLAY","TOWN OF HAYESVILLE CITY COUNCIL MEMBER","William L Penland","WILLIAM","LEE","PENLAND","","","07/10/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLAY","TOWN OF HAYESVILLE CITY COUNCIL MEMBER","Joe Slaton","JOSEPH","PRESLEY","SLATON","","","07/11/2017","","","FALSE","FALSE","FALSE","3","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","PHILLIP GLOVER","PHILLIP","WILLIAM","GLOVER","","","07/12/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","DENA GREEN","DENA","KING","GREEN","","","08/01/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","TOMMY C. GREENE","TOMMY","CLATUS","GREENE","","","07/27/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","COLEMAN HUNT","COLEMAN","","HUNT","","","07/31/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","BARBARA ROMICH","BARBARA","BASS","ROMICH","","","07/21/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"09/12/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","GUY N. SUTTLE","GUY","NEWTON","SUTTLE","III","","07/20/2017","DEM","DEM","FALSE","TRUE","TRUE","4","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","DANNY LEE BLANTON","DANNY","LEE","BLANTON","","","07/07/2017","","REP","FALSE","FALSE","TRUE","4","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","RODNEY FITCH","RODNEY","EUGENE","FITCH","","","07/11/2017","","REP","FALSE","FALSE","TRUE","4","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","ROBERT P. QUEEN","ROBERT","PAUL","QUEEN","","","07/07/2017","","REP","FALSE","FALSE","TRUE","4","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","KEVIN WHISNANT","BRIAN","KEVIN","WHISNANT","","KEVIN WHISNANT","07/17/2017","","REP","FALSE","FALSE","TRUE","4","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY BOARD OF EDUCATION","Kathy Falls","KATHY","DARLEEN BRANCH","FALLS","","","08/30/2017","","UNA","FALSE","FALSE","TRUE","4","4"
"11/07/2017","CLEVELAND","TOWN OF BOILING SPRINGS MAYOR","BILL ELLIS","JAMES","WILLIAM","ELLIS","","BILL ELLIS","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF BOILNG SPRINGS COMMISSIONER","JAMES L. BEASON, JR.","JAMES","LANDRUM","BEASON","JR","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF BOILNG SPRINGS COMMISSIONER","PATRICK LITTON","PATRICK","MITCHELL","LITTON","","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF BOILNG SPRINGS COMMISSIONER","MARTY L. THOMAS","MARTY","LEE","THOMAS","","","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF CASAR MAYOR","EDDIE WALKER","EDDIE","GERALD","WALKER","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF CASAR COMMISSIONER","HARRILL BRACKETT","BRANTLEY","HARRILL","BRACKETT","","HARRILL BRACKETT","07/11/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF CASAR COMMISSIONER","DEBBIE HOYLE MORGAN","DEBRA","HOYLE","MORGAN","","DEBBIE HOYLE MORGAN","07/13/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF CASAR COMMISSIONER","SHARON MOSES","SHARON","LYNN","MOSES","","","07/12/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF EARL MAYOR","NOAH ANDERSON","NOAH","KIRBY","ANDERSON","","","07/18/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF EARL MAYOR","MAX HOPPER","MAX","HASKLE","HOPPER","","","07/17/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF EARL COUNCIL MEMBER","DEBBIE ANDERSON","DEBORAH","WHITE","ANDERSON","","DEBBIE ANDERSON","07/20/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CLEVELAND","TOWN OF EARL COUNCIL MEMBER","BETSY LAVENDER","ELIZABETH","LEE","LAVENDER","","BETSY LAVENDER","07/19/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CLEVELAND","TOWN OF EARL COUNCIL MEMBER","LALADGE J. MOSS","LALADGE","JOLLEY","MOSS","","","07/26/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CLEVELAND","TOWN OF EARL COUNCIL MEMBER","PATTI E. NORMAN","PATTI","ELLIS","NORMAN","","","07/17/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CLEVELAND","TOWN OF EARL COUNCIL MEMBER","ANN THACKERSON","KATHRYN","ANN","THACKERSON","","ANN THACKERSON","07/19/2017","","","FALSE","FALSE","FALSE","4","4"
"11/07/2017","CLEVELAND","TOWN OF FALLSTON MAYOR","DORIS D WEAVER","DORIS","DAMERON","WEAVER","","","07/17/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF FALLSTON COUNCIL MEMBER","DOUG CLAY","DOUGLAS","EUGENE","CLAY","","DOUG CLAY","07/17/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF FALLSTON COUNCIL MEMBER","BILL HERNDON","WILLIAM","JACKSON","HERNDON","JR","BILL HERNDON","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF GROVER COMMISSIONER","ROY DYER","ROY","LEE","DYER","","","07/10/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF GROVER COMMISSIONER","TONY L. WILLIS","TONY","L","WILLIS","SR","","07/17/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","CITY OF KINGS MOUNTAIN COUNCIL MEMBER WARD 2","MIKE BUTLER","MICHAEL","EUGENE","BUTLER","","MIKE BUTLER","07/11/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF KINGS MOUNTAIN COUNCIL MEMBER WARD 2","PATTY HALL","PATRICIA","POWELL","HALL","","PATTY HALL","07/18/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF KINGS MOUNTAIN COUNCIL MEMBER WARD 3","TOMMY HAWKINS","THOMAS","BOYCE","HAWKINS","","TOMMY HAWKINS","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF KINGS MOUNTAIN COUNCIL MEMBER AT-LARGE","DAVID ALLEN","DAVID","LEE","ALLEN","","","07/13/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF KINGS MOUNTAIN COUNCIL MEMBER AT-LARGE","CURTIS PRESSLEY","CURTIS","O'NEIL","PRESSLEY","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF KINGSTOWN MAYOR","DAVID LEE LATTIMORE","DAVID","LEE","LATTIMORE","","","07/11/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF KINGSTOWN MAYOR","EDWARD OGLESBY","EDWARD","MARQUIS","OGLESBY","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF KINGSTOWN MAYOR","CLARISSA JENNINGS REID","CLARISSA","JENNINGS","REID","","","07/20/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF KINGSTOWN MAYOR","JOHNNY M. SMITH","JOHNNY","MICHAEL","SMITH","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF KINGSTOWN COUNCIL MEMBER","HORACE JEFFERIES","HORACE","JUNIOR","JEFFERIES","","","07/21/2017","","","FALSE","FALSE","FALSE","4","1"
"11/07/2017","CLEVELAND","TOWN OF LATTIMORE MAYOR","ALTON G. BEAL","ALTON","GENE","BEAL","","","07/17/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF LATTIMORE ALDERMAN","GARY HALL","GARY","GERALD","HALL","","","07/13/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF LATTIMORE ALDERMAN","JUNE WHITAKER","GLENDA","JUNE ADAMS","WHITAKER","","JUNE WHITAKER","07/19/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF LATTIMORE ALDERMAN","CAROLYN S. WINCE","CAROLYN","SUE","WINCE","","","07/20/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF LAWNDALE MAYOR","JOHN F. SAIN","JOHN","FRANKLIN","SAIN","","","07/19/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF LAWNDALE COMMISSIONER","PAULA M. EAKER","PAULA","MICHELE","EAKER","","","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF BELWOOD COMMISSIONER","EMILY WILLIS SISK","EMILY","WILLIS","SISK","","","07/17/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF BELWOOD COMMISSIONER","RODNEY WILLIS","RODNEY","STOUGH","WILLIS","","","07/13/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF MOORESBORO COUNCIL MEMBER","BENNY SMITH","BENJAMIN","TAYLOR","SMITH","","BENNY SMITH","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF MOORESBORO COUNCIL MEMBER","TOM WHITAKER","THOMAS","ROY","WHITAKER","JR","TOM WHITAKER","07/19/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF PATTERSON SPRINGS COMMISSIONER","LEE VAN CANIPE","LEE","VAN","CANIPE","","","07/21/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF PATTERSON SPRINGS COMMISSIONER","RANDY BIGGERS CAROTHERS","RANDY","BIGGERS","CAROTHERS","","","07/20/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF PATTERSON SPRINGS COMMISSIONER","BOBBY HORTON, JR","BOBBY","RAY","HORTON","JR","","07/12/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","TOWN OF POLKVILLE COMMISSIONER","BRENDA B. BRIDGES","BRENDA","BUMGARDNER","BRIDGES","","","07/27/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","TOWN OF POLKVILLE COMMISSIONER","HAROLD TERRY","HAROLD","DEAN","TERRY","SR","","07/14/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","CLEVELAND","CITY OF SHELBY COUNCIL MEMBER WARD 1","ERIC BRYON HENDRICK","ERIC","BYRON","HENDRICK","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF SHELBY COUNCIL MEMBER WARD 4","VIOLET ARTH","VIOLET","ALLISON","ARTH","","","08/01/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF SHELBY COUNCIL MEMBER WARD 4","DENNIS BAILEY","DENNIS","CARL","BAILEY","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CITY OF SHELBY COUNCIL MEMBER WARD 5","BEN KITTRELL, JR","BENJAMIN","UPCHURCH","KITTRELL","JR","BEN KITRELL JR","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF WACO ALDERMAN","JAMES MCABEE","JAMES","HERBERTBILLY","MCABEE","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","TOWN OF WACO ALDERMAN","JUDY S. THOMPSON","JUDY","SETTLEMYER","THOMPSON","","","07/13/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY WATER BOARD COMMISSIONER","AMY ELLIOTT BRIDGES","AMY","ELLIOTT","BRIDGES","","","07/07/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY WATER BOARD COMMISSIONER","DON MELTON","DONALD","OSCAR","MELTON","","DON MELTON","07/07/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","CLEVELAND","CLEVELAND COUNTY WATER BOARD COMMISSIONER","JOHN TAYLOR","JOHN","ZACHARY","TAYLOR","","","07/07/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN MAYOR","Randy Williamson","RANDY","PAUL","WILLIAMSON","","","07/19/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN TOWN COUNCIL","Tevis Britt","KELLY","TEVIS","BRITT","","","07/19/2017","","","FALSE","FALSE","FALSE","5","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN TOWN COUNCIL","James Smith","JAMES","EARL","SMITH","","","07/21/2017","","","FALSE","FALSE","FALSE","5","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN TOWN COUNCIL","Minnie Turbeville","MINNIE","INMAN","TURBEVILLE","","","07/10/2017","","","FALSE","FALSE","FALSE","5","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN TOWN COUNCIL","Crystal Wilkerson","CRYSTAL","GALE","WILKERSON","","","07/14/2017","","","FALSE","FALSE","FALSE","5","4"
"11/07/2017","COLUMBUS","TOWN OF BOARDMAN TOWN COUNCIL","Eric Williamson","ERIC","CLEVELAND","WILLIAMSON","","","07/12/2017","","","FALSE","FALSE","FALSE","5","4"
"11/07/2017","COLUMBUS","TOWN OF BOLTON MAYOR","Shawn Maynor","SHAWN","PATRICK","MAYNOR","","","07/18/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","COLUMBUS","TOWN OF BOLTON  TOWN ALDERMAN","Danny Boy Brown","DANIEL","LEE","BROWN","","","07/07/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF BOLTON  TOWN ALDERMAN","Gary Graham","GARY","JEROME","GRAHAM","","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF BRUNSWICK TOWN COMMISSIONERS","Queen Hawkins","QUEEN","ELIZABETH","HAWKINS","","","07/17/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF BRUNSWICK TOWN COMMISSIONERS","Nancy L Hill","NANCY","LEE","HILL","","","07/07/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF BRUNSWICK TOWN COMMISSIONERS","Alonzo R McArthur","ALONZO","ROCHELL","MCARTHUR","","","07/14/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF BRUNSWICK TOWN COMMISSIONERS","Shirley Moore","SHIRLEY","JARMAN","MOORE","","","07/17/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF CERRO GORDO MAYOR","David White","DAVID","CLIFF","WHITE","","","07/20/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","COLUMBUS","TOWN OF CERRO GORDO TOWN COUNCIL","Tracey Blackwell","TRACEY","EARL","BLACKWELL","","","07/20/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF CERRO GORDO TOWN COUNCIL","Jeffrey Talmadge Greene","JEFFREY","TALMADGE","GREENE","","","07/20/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF CERRO GORDO TOWN COUNCIL","Lisa Blackwell Mckee","LISA","BLACKWELL","MCKEE","","","07/14/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF CHADBOURN TOWN COUNCIL","Danny W Clewis Sr","DANNY","WADE","CLEWIS","SR","","07/21/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF CHADBOURN TOWN COUNCIL","Rashad J Roberts","RASHAD","JAMAR","ROBERTS","","","07/12/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF CHADBOURN TOWN COUNCIL","David Worley","DAVID","PEARSON","WORLEY","","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF FAIR BLUFF MAYOR","Billy Hammond","BILLY","WALTER","HAMMOND","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF FAIRBLUFF TOWN COMMISSIONER","Spruell R Britt","SPRUELL","RANDOLPH","BRITT","","","07/19/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF FAIRBLUFF TOWN COMMISSIONER","Lester Drew","FRANKLIN","LESTER","DREW","","","07/10/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF FAIRBLUFF TOWN COMMISSIONER","Claire Vereen Faison","CLARICE","VEREEN","FAISON","","","07/17/2017","","","FALSE","FALSE","FALSE","3","4"
"11/07/2017","COLUMBUS","TOWN OF LAKE WACCAMAW MAYOR","Daniel Hilburn","DANIEL","TIMOTHY","HILBURN","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF LAKE WACCAMAW TOWN COMMISSIONER EAST WARD","Matthew Eric Wilson","MATTHEW","E","WILSON","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF LAKE WACCAMAW TOWN COMMISSIONER WEST WARD","Frank Carroll","FRANKLIN","H","CARROLL","","","07/21/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF LAKE WACCAMAW TOWN COMMISSIONER WEST WARD","Melisha  "Moe" Russell","MELISHA","KOLLMAR","RUSSELL","","","07/07/2017","","","FALSE","FALSE","FALSE","1","4"
"11/07/2017","COLUMBUS","TOWN OF SANDY FIELD TOWN COUNCIL","Perry Dixon","PERRY","","DIXON","","","07/20/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF SANDY FIELD TOWN COUNCIL","Leonard Hall","LEONARD","","HALL","","","07/18/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF TABOR CITY TOWN COUNCIL","Lamont Grate","JAMES","LAMONT","GRATE","","","07/11/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","TOWN OF TABOR CITY TOWN COUNCIL","Sam Rogers","SAMUEL","JAMES","ROGERS","","","07/10/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","CITY OF WHITEVILLE MAYOR","Terry Mann","TERRY","LEONARD","MANN","","","07/07/2017","","","FALSE","FALSE","FALSE","1","2"
"11/07/2017","COLUMBUS","CITY OF WHITEVILLE CITY COUNCIL DISTRICT1","Tim Blackmon","TIMOTHY","CLYDE","BLACKMON","","","07/11/2017","","","FALSE","FALSE","FALSE","2","4"
"11/07/2017","COLUMBUS","CITY OF WHITEVILLE CITY COUNCIL DISTRICT1","Calvin Norton","CALVIN","TYRONE","NORTON","","","07/07/2017","","","FALSE","FALSE","FALSE","2","4"
